,Day,Google Trends
1244,2023-05-29,25
1245,2023-05-30,0
1246,2023-05-31,35
1247,2023-06-01,0
1248,2023-06-02,36
1249,2023-06-03,30
1250,2023-06-04,0
1251,2023-06-05,0
1252,2023-06-06,0
1253,2023-06-07,24
1254,2023-06-08,29
1255,2023-06-09,0
1256,2023-06-10,43
1257,2023-06-11,0
1258,2023-06-12,34
1259,2023-06-13,25
1260,2023-06-14,31
1261,2023-06-15,0
1262,2023-06-16,33
1263,2023-06-17,0
1264,2023-06-18,0
1265,2023-06-19,32
1266,2023-06-20,38
1267,2023-06-21,30
1268,2023-06-22,42
1269,2023-06-23,40
1270,2023-06-24,0
1271,2023-06-25,45
1272,2023-06-26,0
1273,2023-06-27,28
1274,2023-06-28,29
1275,2023-06-29,38
1276,2023-06-30,25
1277,2023-07-01,0
1278,2023-07-02,0
1279,2023-07-03,0
1280,2023-07-04,34
1281,2023-07-05,0
1282,2023-07-06,0
1283,2023-07-07,0
1284,2023-07-08,35
1285,2023-07-09,0
1286,2023-07-10,0
1287,2023-07-11,0
1288,2023-07-12,0
1289,2023-07-13,0
1290,2023-07-14,0
1291,2023-07-15,0
1292,2023-07-16,36
1293,2023-07-17,36
1294,2023-07-18,0
1295,2023-07-19,0
1296,2023-07-20,34
1297,2023-07-21,0
1298,2023-07-22,0
1299,2023-07-23,44
1300,2023-07-24,0
1301,2023-07-25,36
1302,2023-07-26,50
1303,2023-07-27,0
1304,2023-07-28,36
1305,2023-07-29,36
1306,2023-07-30,0
1307,2023-07-31,0
1308,2023-08-01,33
1309,2023-08-02,0
1310,2023-08-03,0
1311,2023-08-04,47
1312,2023-08-05,49
1313,2023-08-06,0
1314,2023-08-07,0
1315,2023-08-08,30
1316,2023-08-09,58
1317,2023-08-10,33
1318,2023-08-11,34
1319,2023-08-12,0
1320,2023-08-13,49
1321,2023-08-14,34
1322,2023-08-15,0
1323,2023-08-16,44
1324,2023-08-17,35
1325,2023-08-18,59
1326,2023-08-19,58
1327,2023-08-20,37
1328,2023-08-21,42
1329,2023-08-22,58
1330,2023-08-23,42
1331,2023-08-24,36
1332,2023-08-25,46
1333,2023-08-26,47
1334,2023-08-27,0
1335,2023-08-28,61
1336,2023-08-29,41
1337,2023-08-30,50
1338,2023-08-31,29
1339,2023-09-01,65
1340,2023-09-02,64
1341,2023-09-03,64
1342,2023-09-04,78
1343,2023-09-05,86
1344,2023-09-06,85
1345,2023-09-07,87
1346,2023-09-08,70
1347,2023-09-09,60
1348,2023-09-10,65
1349,2023-09-11,83
1350,2023-09-12,100
1351,2023-09-13,91
1352,2023-09-14,71
1353,2023-09-15,70
1354,2023-09-16,65
1355,2023-09-17,49
1356,2023-09-18,65
1357,2023-09-19,47
1358,2023-09-20,70
1359,2023-09-21,62
1360,2023-09-22,0
1361,2023-09-23,31
1362,2023-09-24,62
1363,2023-09-25,41
1364,2023-09-26,39
1365,2023-09-27,61
1366,2023-09-28,41
1367,2023-09-29,0
1368,2023-09-30,49
1369,2023-10-01,42
1370,2023-10-02,38
1371,2023-10-03,58
1372,2023-10-04,62
1373,2023-10-05,42
1374,2023-10-06,57
1375,2023-10-07,54
1376,2023-10-08,44
1377,2023-10-09,0
1378,2023-10-10,58
1379,2023-10-11,52
1380,2023-10-12,48
1381,2023-10-13,62
1382,2023-10-14,42
1383,2023-10-15,31
1384,2023-10-16,0
1385,2023-10-17,49
1386,2023-10-18,59
1387,2023-10-19,51
1388,2023-10-20,42
1389,2023-10-21,40
1390,2023-10-22,32
1391,2023-10-23,29
1392,2023-10-24,0
1393,2023-10-25,28
1394,2023-10-26,48
1395,2023-10-27,0
1396,2023-10-28,36
1397,2023-10-29,0
1398,2023-10-30,41
1399,2023-10-31,0
1400,2023-11-01,41
1401,2023-11-02,48
1402,2023-11-03,33
1403,2023-11-04,0
1404,2023-11-05,53
1405,2023-11-06,0
1406,2023-11-07,53
1407,2023-11-08,51
1408,2023-11-09,42
1409,2023-11-10,29
1410,2023-11-11,37
1411,2023-11-12,74
1412,2023-11-13,49
1413,2023-11-14,48
1414,2023-11-15,43
1415,2023-11-16,37
1416,2023-11-17,0
1417,2023-11-18,0
1418,2023-11-19,0
1419,2023-11-20,40
1420,2023-11-21,32
1421,2023-11-22,45
1422,2023-11-23,37
1423,2023-11-24,65
1424,2023-11-25,48
1425,2023-11-26,0
1426,2023-11-27,37
1427,2023-11-28,49
1428,2023-11-29,63
1429,2023-11-30,37
1430,2023-12-01,44
1431,2023-12-02,34
1432,2023-12-03,44
1433,2023-12-04,32
1434,2023-12-05,55
1435,2023-12-06,39
1436,2023-12-07,51
1437,2023-12-08,32
1438,2023-12-09,40
1439,2023-12-10,30
1440,2023-12-11,77
1441,2023-12-12,66
1442,2023-12-13,69
1443,2023-12-14,54
1444,2023-12-15,74
1445,2023-12-16,51
1446,2023-12-17,51
1447,2023-12-18,96
1448,2023-12-19,52
1449,2023-12-20,34
1450,2023-12-21,59
1451,2023-12-22,65
1452,2023-12-23,56
1453,2023-12-24,0
1454,2023-12-25,0
1455,2023-12-26,0
1456,2023-12-27,42
1457,2023-12-28,75
1458,2023-12-29,48
1459,2023-12-30,0
1460,2023-12-31,0
1461,2024-01-01,0
1462,2024-01-02,60
1463,2024-01-03,54
1464,2024-01-04,54
1465,2024-01-05,53
1466,2024-01-06,0
1467,2024-01-07,59
1468,2024-01-08,67
1469,2024-01-09,0
1470,2024-01-10,89
1471,2024-01-11,46
1472,2024-01-12,63
1473,2024-01-13,0
1474,2024-01-14,0
1475,2024-01-15,55
1476,2024-01-16,64
1477,2024-01-17,72
1478,2024-01-18,52
1479,2024-01-19,79
1480,2024-01-20,0
1481,2024-01-21,0
1482,2024-01-22,0
1483,2024-01-23,49
1484,2024-01-24,62
1485,2024-01-25,41
1486,2024-01-26,87
1487,2024-01-27,70
1488,2024-01-28,51
1489,2024-01-29,48
1490,2024-01-30,0
1491,2024-01-31,46
1492,2024-02-01,0
1493,2024-02-02,0
1494,2024-02-03,0
1495,2024-02-04,0
1496,2024-02-05,42
1497,2024-02-06,52
1498,2024-02-07,0
1499,2024-02-08,60
1500,2024-02-09,0
1501,2024-02-10,0
1502,2024-02-11,0
1503,2024-02-12,0
1504,2024-02-13,0
1505,2024-02-14,0
1506,2024-02-15,42
1507,2024-02-16,0
1508,2024-02-17,53
1509,2024-02-18,0
1510,2024-02-19,0
1511,2024-02-20,0
1512,2024-02-21,0
1513,2024-02-22,64
1514,2024-02-23,0
1515,2024-02-24,0
1516,2024-02-25,67
1517,2024-02-26,0
1518,2024-02-27,70
1519,2024-02-28,58
1520,2024-02-29,58
1521,2024-03-01,0
1522,2024-03-02,0
1523,2024-03-03,0
1524,2024-03-04,0
1525,2024-03-05,39
1526,2024-03-06,0
1527,2024-03-07,45
1528,2024-03-08,0
1529,2024-03-09,0
1530,2024-03-10,0
1531,2024-03-11,64
1532,2024-03-12,44
1533,2024-03-13,49
1534,2024-03-14,67
1535,2024-03-15,0
1536,2024-03-16,72
1537,2024-03-17,0
1538,2024-03-18,0
1539,2024-03-19,47
1540,2024-03-20,0
1541,2024-03-21,51
1542,2024-03-22,0
1543,2024-03-23,0
1544,2024-03-24,0
1545,2024-03-25,62
1546,2024-03-26,0
1547,2024-03-27,0
1548,2024-03-28,0
1549,2024-03-29,0
1550,2024-03-30,72
1551,2024-03-31,0
1552,2024-04-01,0
1553,2024-04-02,0
1554,2024-04-03,0
1555,2024-04-04,54
1556,2024-04-05,100
1557,2024-04-06,0
1558,2024-04-07,0
1559,2024-04-08,0
1560,2024-04-09,53
1561,2024-04-10,0
1562,2024-04-11,52
1563,2024-04-12,0
1564,2024-04-13,88
1565,2024-04-14,0
1566,2024-04-15,60
1567,2024-04-16,0
1568,2024-04-17,0
1569,2024-04-18,48
1570,2024-04-19,0
1571,2024-04-20,0
1572,2024-04-21,0
1573,2024-04-22,41
1574,2024-04-23,0
1575,2024-04-24,0
1576,2024-04-25,58
1577,2024-04-26,43
1578,2024-04-27,0
1579,2024-04-28,53
1580,2024-04-29,0
1581,2024-04-30,57
1582,2024-05-01,52
1583,2024-05-02,0
1584,2024-05-03,54
1585,2024-05-04,0
1586,2024-05-05,0
1587,2024-05-06,0
1588,2024-05-07,0
1589,2024-05-08,0
1590,2024-05-09,64
1591,2024-05-10,0
1592,2024-05-11,0
1593,2024-05-12,53
1594,2024-05-13,65
1595,2024-05-14,0
1596,2024-05-15,0
1597,2024-05-16,73
1598,2024-05-17,0
1599,2024-05-18,0
1600,2024-05-19,0
1601,2024-05-20,58
1602,2024-05-21,0
1603,2024-05-22,0
1604,2024-05-23,0
1605,2024-05-24,0
1606,2024-05-25,0
1607,2024-05-26,0
1608,2024-05-27,51
1609,2024-05-28,0
1610,2024-05-29,51
1611,2024-05-30,53
1612,2024-05-31,0
1613,2024-06-01,63
1614,2024-06-02,69
1615,2024-06-03,0
1616,2024-06-04,57
1617,2024-06-05,0
1618,2024-06-06,0
1619,2024-06-07,60
1620,2024-06-08,0
1621,2024-06-09,0
1622,2024-06-10,0
1623,2024-06-11,0
1624,2024-06-12,53
1625,2024-06-13,0
1626,2024-06-14,0
1627,2024-06-15,0
1628,2024-06-16,0
1629,2024-06-17,58
1630,2024-06-18,0
1631,2024-06-19,0
1632,2024-06-20,0
1633,2024-06-21,0
1634,2024-06-22,0
1635,2024-06-23,73
1636,2024-06-24,0
1637,2024-06-25,0
1638,2024-06-26,0
1639,2024-06-27,0
1640,2024-06-28,0
1641,2024-06-29,0
1642,2024-06-30,0
1643,2024-07-01,0
1644,2024-07-02,0
1645,2024-07-03,0
1646,2024-07-04,0
1647,2024-07-05,47
1648,2024-07-06,0
1649,2024-07-07,0
1650,2024-07-08,0
1651,2024-07-09,45
1652,2024-07-10,0
1653,2024-07-11,0
1654,2024-07-12,0
1655,2024-07-13,0
1656,2024-07-14,0
1657,2024-07-15,41
1658,2024-07-16,0
1659,2024-07-17,0
1660,2024-07-18,0
1661,2024-07-19,0
1662,2024-07-20,0
1663,2024-07-21,0
1664,2024-07-22,48
1665,2024-07-23,50
1666,2024-07-24,0
1667,2024-07-25,57
1668,2024-07-26,0
1669,2024-07-27,0
1670,2024-07-28,60
1671,2024-07-29,0
1672,2024-07-30,0
1673,2024-07-31,38
1674,2024-08-01,0
1675,2024-08-02,0
1676,2024-08-03,0
1677,2024-08-04,0
1678,2024-08-05,0
1679,2024-08-06,36
1680,2024-08-07,37
1681,2024-08-08,47
1682,2024-08-09,0
1683,2024-08-10,53
1684,2024-08-11,0
1685,2024-08-12,0
1686,2024-08-13,0
1687,2024-08-14,0
1688,2024-08-15,0
1689,2024-08-16,41
1690,2024-08-17,45
1691,2024-08-18,0
1692,2024-08-19,41
1693,2024-08-20,0
1694,2024-08-21,51
1695,2024-08-22,40
1696,2024-08-23,0
1697,2024-08-24,0
1698,2024-08-25,0
1699,2024-08-26,0
1700,2024-08-27,0
1701,2024-08-28,0
1702,2024-08-29,0
1703,2024-08-30,48
1704,2024-08-31,0
1705,2024-09-01,0
1706,2024-09-02,0
1707,2024-09-03,0
1708,2024-09-04,48
1709,2024-09-05,0
1710,2024-09-06,0
1711,2024-09-07,0
1712,2024-09-08,0
1713,2024-09-09,0
1714,2024-09-10,54
1715,2024-09-11,36
1716,2024-09-12,0
1717,2024-09-13,39
1718,2024-09-14,0
1719,2024-09-15,45
1720,2024-09-16,55
1721,2024-09-17,0
1722,2024-09-18,0
1723,2024-09-19,38
1724,2024-09-20,53
1725,2024-09-21,0
1726,2024-09-22,50
1727,2024-09-23,0
1728,2024-09-24,0
1729,2024-09-25,0
1730,2024-09-26,0
1731,2024-09-27,48
1732,2024-09-28,0
1733,2024-09-29,0
1734,2024-09-30,38
1735,2024-10-01,35
1736,2024-10-02,0
1737,2024-10-03,49
1738,2024-10-04,0
1739,2024-10-05,0
1740,2024-10-06,0
1741,2024-10-07,0
1742,2024-10-08,36
1743,2024-10-09,39
1744,2024-10-10,0
1745,2024-10-11,0
1746,2024-10-12,0
1747,2024-10-13,0
1748,2024-10-14,0
1749,2024-10-15,0
1750,2024-10-16,40
1751,2024-10-17,39
1752,2024-10-18,0
1753,2024-10-19,0
1754,2024-10-20,0
1755,2024-10-21,38
1756,2024-10-22,0
1757,2024-10-23,0
1758,2024-10-24,0
1759,2024-10-25,60
1760,2024-10-26,0
1761,2024-10-27,74
1762,2024-10-28,37
1763,2024-10-29,0
1764,2024-10-30,46
1765,2024-10-31,71
1766,2024-11-01,0
1767,2024-11-02,0
1768,2024-11-03,0
1769,2024-11-04,49
1770,2024-11-05,0
1771,2024-11-06,39
1772,2024-11-07,0
1773,2024-11-08,44
1774,2024-11-09,0
1775,2024-11-10,0
1776,2024-11-11,41
1777,2024-11-12,0
1778,2024-11-13,44
1779,2024-11-14,40
1780,2024-11-15,39
1781,2024-11-16,0
1782,2024-11-17,58
1783,2024-11-18,0
1784,2024-11-19,37
1785,2024-11-20,0
1786,2024-11-21,50
1787,2024-11-22,0
1788,2024-11-23,0
1789,2024-11-24,0
1790,2024-11-25,0
1791,2024-11-26,48
1792,2024-11-27,0
1793,2024-11-28,40
1794,2024-11-29,0
1795,2024-11-30,0
1796,2024-12-01,0
1797,2024-12-02,43
1798,2024-12-03,0
1799,2024-12-04,0
1800,2024-12-05,99
1801,2024-12-06,0
1802,2024-12-07,70
1803,2024-12-08,0
1804,2024-12-09,48
1805,2024-12-10,54
1806,2024-12-11,42
1807,2024-12-12,77
1808,2024-12-13,61
1809,2024-12-14,0
1810,2024-12-15,0
1811,2024-12-16,64
1812,2024-12-17,57
1813,2024-12-18,78
1814,2024-12-19,100
1815,2024-12-20,0
1816,2024-12-21,0
1817,2024-12-22,0
1818,2024-12-23,76
1819,2024-12-24,0
1820,2024-12-25,72
1821,2024-12-26,0
1822,2024-12-27,66
1823,2024-12-28,0
1824,2024-12-29,0
1825,2024-12-30,0
1826,2024-12-31,0
1827,2025-01-01,0
1828,2025-01-02,0
1829,2025-01-03,0
1830,2025-01-04,0
1831,2025-01-05,0
1832,2025-01-06,58
1833,2025-01-07,0
1834,2025-01-08,0
1835,2025-01-09,0
1836,2025-01-10,74
1837,2025-01-11,0
1838,2025-01-12,0
1839,2025-01-13,57
1840,2025-01-14,0
1841,2025-01-15,45
1842,2025-01-16,100
1843,2025-01-17,45
1844,2025-01-18,0
1845,2025-01-19,0
1846,2025-01-20,49
1847,2025-01-21,0
1848,2025-01-22,50
1849,2025-01-23,45
1850,2025-01-24,42
1851,2025-01-25,0
1852,2025-01-26,52
1853,2025-01-27,0
1854,2025-01-28,0
1855,2025-01-29,0
1856,2025-01-30,0
1857,2025-01-31,44
1858,2025-02-01,0
1859,2025-02-02,0
1860,2025-02-03,43
1861,2025-02-04,0
1862,2025-02-05,62
1863,2025-02-06,0
1864,2025-02-07,65
1865,2025-02-08,0
1866,2025-02-09,0
1867,2025-02-10,0
1868,2025-02-11,0
1869,2025-02-12,0
1870,2025-02-13,46
1871,2025-02-14,0
1872,2025-02-15,0
1873,2025-02-16,0
1874,2025-02-17,65
1875,2025-02-18,0
1876,2025-02-19,42
1877,2025-02-20,0
1878,2025-02-21,0
1879,2025-02-22,71
1880,2025-02-23,0
1881,2025-02-24,0
1882,2025-02-25,39
1883,2025-02-26,42
1884,2025-02-27,0
1885,2025-02-28,0
1886,2025-03-01,64
1887,2025-03-02,0
1888,2025-03-03,0
1889,2025-03-04,50
1890,2025-03-05,0
1891,2025-03-06,39
1892,2025-03-07,68
1893,2025-03-08,52
1894,2025-03-09,0
1895,2025-03-10,66
1896,2025-03-11,80
1897,2025-03-12,0
1898,2025-03-13,59
1899,2025-03-14,52
1900,2025-03-15,0
1901,2025-03-16,0
1902,2025-03-17,0
1903,2025-03-18,0
1904,2025-03-19,0
1905,2025-03-20,0
1906,2025-03-21,45
1907,2025-03-22,0
1908,2025-03-23,54
1909,2025-03-24,0
1910,2025-03-25,0
1911,2025-03-26,0
1912,2025-03-27,49
1913,2025-03-28,43
1914,2025-03-29,0
1915,2025-03-30,65
1916,2025-03-31,58
1917,2025-04-01,56
1918,2025-04-02,48
1919,2025-04-03,0
1920,2025-04-04,45
1921,2025-04-05,0
1922,2025-04-06,65
1923,2025-04-07,0
1924,2025-04-08,0
1925,2025-04-09,0
1926,2025-04-10,0
1927,2025-04-11,0
1928,2025-04-12,64
1929,2025-04-13,0
1930,2025-04-14,0
1931,2025-04-15,47
1932,2025-04-16,72
1933,2025-04-17,0
1934,2025-04-18,0
1935,2025-04-19,0
1936,2025-04-20,0
1937,2025-04-21,0
1938,2025-04-22,0
1939,2025-04-23,0
1940,2025-04-24,55
1941,2025-04-25,46
1942,2025-04-26,0
1943,2025-04-27,0
1944,2025-04-28,0
1945,2025-04-29,46
1946,2025-04-30,49
1947,2025-05-01,0
1948,2025-05-02,0
1949,2025-05-03,0
1950,2025-05-04,0
1951,2025-05-05,0
1952,2025-05-06,0
1953,2025-05-07,0
1954,2025-05-08,0
1955,2025-05-09,0
1956,2025-05-10,0
1957,2025-05-11,0
1958,2025-05-12,0
1959,2025-05-13,0
1960,2025-05-14,0
1961,2025-05-15,0
1962,2025-05-16,0
1963,2025-05-17,0
1964,2025-05-18,0
1965,2025-05-19,0
1966,2025-05-20,0
1967,2025-05-21,0
1968,2025-05-22,0
1969,2025-05-23,0
1970,2025-05-24,0
1971,2025-05-25,60
1972,2025-05-26,0
1973,2025-05-27,0
1974,2025-05-28,43
1975,2025-05-29,50
1976,2025-05-30,46
1977,2025-05-31,0
1978,2025-06-01,76
1979,2025-06-02,45
1980,2025-06-03,0
1981,2025-06-04,0
1982,2025-06-05,0
1983,2025-06-06,0
1984,2025-06-07,0
1985,2025-06-08,0
1986,2025-06-09,0
1987,2025-06-10,0
1988,2025-06-11,0
1989,2025-06-12,0
1990,2025-06-13,0
1991,2025-06-14,0
1992,2025-06-15,0
1993,2025-06-16,0
1994,2025-06-17,0
1995,2025-06-18,0
1996,2025-06-19,0
1997,2025-06-20,48
1998,2025-06-21,0
1999,2025-06-22,0
2000,2025-06-23,0
2001,2025-06-24,80
2002,2025-06-25,0
2003,2025-06-26,46
2004,2025-06-27,0
2005,2025-06-28,62
2006,2025-06-29,0
2007,2025-06-30,44
2008,2025-07-01,37
2009,2025-07-02,0
2010,2025-07-03,0
2011,2025-07-04,0
2012,2025-07-05,0
2013,2025-07-06,0
2014,2025-07-07,0
2015,2025-07-08,31
2016,2025-07-09,31
2017,2025-07-10,0
2018,2025-07-11,37
2019,2025-07-12,0
2020,2025-07-13,0
2021,2025-07-14,0
2022,2025-07-15,31
2023,2025-07-16,0
2024,2025-07-17,0
2025,2025-07-18,41
2026,2025-07-19,0
2027,2025-07-20,0
2028,2025-07-21,0
2029,2025-07-22,0
2030,2025-07-23,0
2031,2025-07-24,0
2032,2025-07-25,0
2033,2025-07-26,39
2034,2025-07-27,0
2035,2025-07-28,32
2036,2025-07-29,34
2037,2025-07-30,0
2038,2025-07-31,44
2039,2025-08-01,41
2040,2025-08-02,57
2041,2025-08-03,0
2042,2025-08-04,0
2043,2025-08-05,0
2044,2025-08-06,0
2045,2025-08-07,0
2046,2025-08-08,0
2047,2025-08-09,0
2048,2025-08-10,58
2049,2025-08-11,57
2050,2025-08-12,34
2051,2025-08-13,42
2052,2025-08-14,0
2053,2025-08-15,39
2054,2025-08-16,0
2055,2025-08-17,0
2056,2025-08-18,65
2057,2025-08-19,43
2058,2025-08-20,31
2059,2025-08-21,34
2060,2025-08-22,47
2061,2025-08-23,0
2062,2025-08-24,43
2063,2025-08-25,46
2064,2025-08-26,36
2065,2025-08-27,30
2066,2025-08-28,0
2067,2025-08-29,0
2068,2025-08-30,0
2069,2025-08-31,0
2070,2025-09-01,36
2071,2025-09-02,36
2072,2025-09-03,0
2073,2025-09-04,31
2074,2025-09-05,40
2075,2025-09-06,0
2076,2025-09-07,35
2077,2025-09-08,33
2078,2025-09-09,31
2079,2025-09-10,0
2080,2025-09-11,0
2081,2025-09-12,36
2082,2025-09-13,57
2083,2025-09-14,39
2084,2025-09-15,42
2085,2025-09-16,0
2086,2025-09-17,33
2087,2025-09-18,44
2088,2025-09-19,0
2089,2025-09-20,0
2090,2025-09-21,0
2091,2025-09-22,0
2092,2025-09-23,0
2093,2025-09-24,0
2094,2025-09-25,50
2095,2025-09-26,0
2096,2025-09-27,0
2097,2025-09-28,0
2098,2025-09-29,42
2099,2025-09-30,35
2100,2025-10-01,0
2101,2025-10-02,42
2102,2025-10-03,0
2103,2025-10-04,0
2104,2025-10-05,43
2105,2025-10-06,46
2106,2025-10-07,48
2107,2025-10-08,51
2108,2025-10-09,0
2109,2025-10-10,34
2110,2025-10-11,41
2111,2025-10-12,0
2112,2025-10-13,0
2113,2025-10-14,34
2114,2025-10-15,0
2115,2025-10-16,0
2116,2025-10-17,31
2117,2025-10-18,0
2118,2025-10-19,0
2119,2025-10-20,37
2120,2025-10-21,56
2121,2025-10-22,40
2122,2025-10-23,0
2123,2025-10-24,33
2124,2025-10-25,0
2125,2025-10-26,0
2126,2025-10-27,0
2127,2025-10-28,0
2128,2025-10-29,0
2129,2025-10-30,38
2130,2025-10-31,0
2131,2025-11-01,48
2132,2025-11-02,68
2133,2025-11-03,38
2134,2025-11-04,57
2135,2025-11-05,54
2136,2025-11-06,46
2137,2025-11-07,46
2138,2025-11-08,0
2139,2025-11-09,0
2140,2025-11-10,0
2141,2025-11-11,39
2142,2025-11-12,0
2143,2025-11-13,47
2144,2025-11-14,39
2145,2025-11-15,0
2146,2025-11-16,59
2147,2025-11-17,47
2148,2025-11-18,33
2149,2025-11-19,43
2150,2025-11-20,50
2151,2025-11-21,0
2152,2025-11-22,49
2153,2025-11-23,0
2154,2025-11-24,0
2155,2025-11-25,51
2156,2025-11-26,49
2157,2025-11-27,50
2158,2025-11-28,44
2159,2025-11-29,0
2160,2025-11-30,53
2161,2025-12-01,44
2162,2025-12-02,58
2163,2025-12-03,49
2164,2025-12-04,58
2165,2025-12-05,74
2166,2025-12-06,59
2167,2025-12-07,58
2168,2025-12-08,69
2169,2025-12-09,44
2170,2025-12-10,57
2171,2025-12-11,60
2172,2025-12-12,100
2173,2025-12-13,53
2174,2025-12-14,49
2175,2025-12-15,68
2176,2025-12-16,61
2177,2025-12-17,79
2178,2025-12-18,91
2179,2025-12-19,60
2180,2025-12-20,79
2181,2025-12-21,58
2182,2025-12-22,64
2183,2025-12-23,58
2184,2025-12-24,0
2185,2025-12-25,0
2186,2025-12-26,47
2187,2025-12-27,0
2188,2025-12-28,0
2189,2025-12-29,42
2190,2025-12-30,0
2191,2025-12-31,0
2192,2026-01-01,0
2193,2026-01-02,0
2194,2026-01-03,0
2195,2026-01-04,87
2196,2026-01-05,45
2197,2026-01-06,45
2198,2026-01-07,47
2199,2026-01-08,0
2200,2026-01-09,0
2201,2026-01-10,46
2202,2026-01-11,53
2203,2026-01-12,0
2204,2026-01-13,43
2205,2026-01-14,39
2206,2026-01-15,57
2207,2026-01-16,56
2208,2026-01-17,56
2209,2026-01-18,0
2210,2026-01-19,53
2211,2026-01-20,0
2212,2026-01-21,41
2213,2026-01-22,56
2214,2026-01-23,54
2215,2026-01-24,0
2216,2026-01-25,0
2217,2026-01-26,51
2218,2026-01-27,43
2219,2026-01-28,0
2220,2026-01-29,60
2221,2026-01-30,74
2222,2026-01-31,72
2223,2026-02-01,51
2224,2026-02-02,75
2225,2026-02-03,0
2226,2026-02-04,66
2227,2026-02-05,68
2228,2026-02-06,57
2229,2026-02-07,47
2230,2026-02-08,48
2231,2026-02-09,100
2232,2026-02-10,53
2233,2026-02-11,43
2234,2026-02-12,65
2235,2026-02-13,56
2236,2026-02-14,0
2237,2026-02-15,48
2238,2026-02-16,55
2239,2026-02-17,48
2240,2026-02-18,53
2241,2026-02-19,39
2242,2026-02-20,49
2243,2026-02-21,63
2244,2026-02-22,0
2245,2026-02-23,46
2246,2026-02-24,44
2247,2026-02-25,47
2248,2026-02-26,56
2249,2026-02-27,61
2250,2026-02-28,50
2251,2026-03-01,0
2252,2026-03-02,62
2253,2026-03-03,51
2254,2026-03-04,51
2255,2026-03-05,65
2256,2026-03-06,62
2257,2026-03-07,0
2258,2026-03-08,96
2259,2026-03-09,44
2260,2026-03-10,69
2261,2026-03-11,63
2262,2026-03-12,72
2263,2026-03-13,61
2264,2026-03-14,78
2265,2026-03-15,56
2266,2026-03-16,57
2267,2026-03-17,42
2268,2026-03-18,43
2269,2026-03-19,48
2270,2026-03-20,91
2271,2026-03-21,49
2272,2026-03-22,60
2273,2026-03-23,83
2274,2026-03-24,55
2275,2026-03-25,68
2276,2026-03-26,51
2277,2026-03-27,89
2278,2026-03-28,56
2279,2026-03-29,76
2280,2026-03-30,53
2281,2026-03-31,89
2282,2026-04-01,53
2283,2026-04-02,62
2284,2026-04-03,0
2285,2026-04-04,0
2286,2026-04-05,0
2287,2026-04-06,59
2288,2026-04-07,72
2289,2026-04-08,80
2290,2026-04-09,77
2291,2026-04-10,55
2292,2026-04-11,78
2293,2026-04-12,0
2294,2026-04-13,78
2295,2026-04-14,66
2296,2026-04-15,63
2297,2026-04-16,0
2298,2026-04-17,0
2299,2026-04-18,54
2300,2026-04-19,70
2301,2026-04-20,72
2302,2026-04-21,44
2303,2026-04-22,0
2304,2026-04-23,42
2305,2026-04-24,0
2306,2026-04-25,61
2307,2026-04-26,0
2308,2026-04-27,46
2309,2026-04-28,0
2310,2026-04-29,63
2311,2026-04-30,48
2312,2026-05-01,0
2313,2026-05-02,51
2314,2026-05-03,53
2315,2026-05-04,0
2316,2026-05-05,49
2317,2026-05-06,84
2318,2026-05-07,60
2319,2026-05-08,0
2320,2026-05-09,0
2321,2026-05-10,58
2322,2026-05-11,41
2323,2026-05-12,61
2324,2026-05-13,43
2325,2026-05-14,41
2326,2026-05-15,39
2327,2026-05-16,38
2328,2026-05-17,37
2329,2026-05-18,42
2330,2026-05-19,37
2331,2026-05-20,40
2332,2026-05-21,36
2333,2026-05-22,39
2334,2026-05-23,40
2335,2026-05-24,32
2336,2026-05-25,38
2337,2026-05-26,37
2338,2026-05-27,38
