Date,score_positive,score_neutral,score_negative
2020-01-01,0.09540909740070878,0.15951649801662332,0.7450744102780635
2020-01-02,0.09540909740070878,0.15951649801662332,0.7450744102780635
2020-01-03,0.09540909740070878,0.15951649801662332,0.7450744102780635
2020-01-04,0.09540909740070878,0.15951649801662332,0.7450744102780635
2020-01-05,0.09540909740070878,0.15951649801662332,0.7450744102780635
2020-01-06,0.09540909740070878,0.15951649801662332,0.7450744102780635
2020-01-07,0.19934642400879124,0.2773726685689045,0.52328089510019
2020-01-08,0.3713586789866288,0.16357144465049103,0.4650698322802782
2020-01-09,0.1179401353001594,0.7718053460121155,0.1102545633912086
2020-01-10,0.1179401353001594,0.7718053460121155,0.1102545633912086
2020-01-11,0.1179401353001594,0.7718053460121155,0.1102545633912086
2020-01-12,0.1179401353001594,0.7718053460121155,0.1102545633912086
2020-01-13,0.1179401353001594,0.7718053460121155,0.1102545633912086
2020-01-14,0.21235936786979437,0.14362501427531238,0.6440156340599059
2020-01-15,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-16,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-17,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-18,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-19,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-20,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-21,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-22,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-23,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-24,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-25,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-26,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-27,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-28,0.11496721580624575,0.13146259449422354,0.7535701990127563
2020-01-29,0.19842444327862363,0.22530230086134823,0.5762732478020631
2020-01-30,0.1876053301617503,0.22198829427361488,0.5904063917696476
2020-01-31,0.1876053301617503,0.22198829427361488,0.5904063917696476
2020-02-01,0.20744639215990898,0.22344320919364688,0.5691104205325246
2020-02-02,0.2187583497725427,0.28825174039229745,0.4929899168200791
2020-02-03,0.09498973470181224,0.20935551170259709,0.6956547312438488
2020-02-04,0.0201287828385829,0.1359590590000152,0.8439121842384338
2020-02-05,0.13577822223305697,0.2605855315923691,0.6036362648010254
2020-02-06,0.2822245061397552,0.2139568477869033,0.5038186311721802
2020-02-07,0.2822245061397552,0.2139568477869033,0.5038186311721802
2020-02-08,0.2822245061397552,0.2139568477869033,0.5038186311721802
2020-02-09,0.2822245061397552,0.2139568477869033,0.5038186311721802
2020-02-10,0.2822245061397552,0.2139568477869033,0.5038186311721802
2020-02-11,0.1494130492210388,0.519262969493866,0.3313240110874176
2020-02-12,0.1494130492210388,0.519262969493866,0.3313240110874176
2020-02-13,0.1494130492210388,0.519262969493866,0.3313240110874176
2020-02-14,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-15,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-16,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-17,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-18,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-19,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-20,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-21,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-22,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-23,0.6241258978843689,0.2997014224529266,0.0761726796627044
2020-02-24,0.11423354657987748,0.13594535676141575,0.7498210817575455
2020-02-25,0.16689667907559264,0.2501339646592988,0.5829693560125464
2020-02-26,0.1269326786665866,0.2692183355490366,0.6038489937782288
2020-02-27,0.12575877564959223,0.2817959124222397,0.5924453146755695
2020-02-28,0.09788960926234717,0.1333412133157253,0.7687691807746887
